,0
0,"{'B_PSH': 1492350.359635163, 'N_pv1_sub': 862.7723561367346, 'a0_spring': 37.48816129761555, 'a1_spring': 0.02562791521427515, 'a7_spring': -0.8572178455121134, 'b1_spring': -0.7896761852913171, 'b7_spring': -0.4042081714373406, 'a0_summer': 37.24597801648657, 'a1_summer': -1.3113512136651482, 'a7_summer': -0.9248800987437368, 'b1_summer': -0.4943964927223614, 'b7_summer': 0.489285441745913, 'a0_fall': 37.4006619015699, 'a1_fall': 1.4311795468093491, 'a7_fall': 0.4084065103531061, 'b1_fall': -0.6857234441356694, 'b7_fall': 0.9571728483775263, 'a0_winter': 37.26754316399671, 'a1_winter': 0.040413818220487854, 'a7_winter': -0.22128230198574828, 'b1_winter': -0.580558278925342, 'b7_winter': 1.4530213207917972, 'ERD_choice': 1}"
1,"{'B_PSH': 1493472.4995589254, 'N_pv1_sub': 867.8795479333404, 'a0_spring': 37.4991480120109, 'a1_spring': 0.08504306083294469, 'a7_spring': -0.8577314401059961, 'b1_spring': -0.4794981885973402, 'b7_spring': -0.41933062376011604, 'a0_summer': 37.228990205234695, 'a1_summer': -1.306790528025996, 'a7_summer': -0.938285344633203, 'b1_summer': -0.49204576690616975, 'b7_summer': 0.437962299557146, 'a0_fall': 37.43607574957931, 'a1_fall': 1.2325275813727081, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.18921834943458335, 'b7_fall': 0.6745151783313708, 'a0_winter': 37.26822410607391, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.22095388958373055, 'b1_winter': -0.8015446424800614, 'b7_winter': -0.7443812804486472, 'ERD_choice': 1}"
2,"{'B_PSH': 1453291.0798309105, 'N_pv1_sub': 862.5983004716485, 'a0_spring': 37.440903018378705, 'a1_spring': -0.0015028267881863205, 'a7_spring': -0.8488135302401482, 'b1_spring': -0.5840144893599266, 'b7_spring': -0.47470453087727743, 'a0_summer': 37.441983392376294, 'a1_summer': -1.2486833538020075, 'a7_summer': -0.3855719066872682, 'b1_summer': -0.8437387876953306, 'b7_summer': 0.7739293181055781, 'a0_fall': 37.44330027323826, 'a1_fall': -0.5206631671880333, 'a7_fall': 0.1995953762137804, 'b1_fall': -0.17918622212487903, 'b7_fall': 0.9072262017030059, 'a0_winter': 37.201889564094955, 'a1_winter': 0.26769898130673875, 'a7_winter': -0.15215703316422757, 'b1_winter': -0.8837204878469439, 'b7_winter': -0.20415577328491197, 'ERD_choice': 1}"
3,"{'B_PSH': 1437269.5447705204, 'N_pv1_sub': 860.5363022689659, 'a0_spring': 37.50445104883866, 'a1_spring': 0.08666254426338613, 'a7_spring': -0.859112207045873, 'b1_spring': -0.675540566583943, 'b7_spring': -0.3249444256338628, 'a0_summer': 37.24893671857103, 'a1_summer': -1.4544889111578017, 'a7_summer': -0.5289073125079693, 'b1_summer': -1.0949743469451167, 'b7_summer': 0.4838877662898415, 'a0_fall': 37.435554394262994, 'a1_fall': 1.1316636583299486, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6804144040088523, 'a0_winter': 37.20213042764698, 'a1_winter': -0.3169875495852941, 'a7_winter': -0.5124094126602594, 'b1_winter': -0.8145340498946694, 'b7_winter': 1.442653340426849, 'ERD_choice': 1}"
4,"{'B_PSH': 1469643.4423582926, 'N_pv1_sub': 870.9360902461515, 'a0_spring': 37.49221405603939, 'a1_spring': 0.021385846002585696, 'a7_spring': -0.8688773757320007, 'b1_spring': -0.9920263748143394, 'b7_spring': -1.0324325393071676, 'a0_summer': 37.23031871660192, 'a1_summer': -1.3666722525760318, 'a7_summer': -0.7912800416015604, 'b1_summer': -1.0770569570918875, 'b7_summer': 0.45868326398223425, 'a0_fall': 37.39309707813452, 'a1_fall': -0.2289092216482016, 'a7_fall': -0.8619291657619753, 'b1_fall': 0.24455727333273414, 'b7_fall': 0.40122264426971754, 'a0_winter': 37.20384007928758, 'a1_winter': 0.9211473205809625, 'a7_winter': -0.52947422141302, 'b1_winter': 0.09328706097149059, 'b7_winter': -0.5355168266987983, 'ERD_choice': 1}"
5,"{'B_PSH': 1469643.4423582926, 'N_pv1_sub': 870.7953354507875, 'a0_spring': 37.49221405603939, 'a1_spring': 0.021385846002585696, 'a7_spring': -0.8694966891726196, 'b1_spring': -0.9920263748143394, 'b7_spring': -1.0273236100847771, 'a0_summer': 37.34111537092903, 'a1_summer': -1.3630062449214502, 'a7_summer': -0.7907466656987441, 'b1_summer': -1.0770569570918875, 'b7_summer': 0.45947979769510605, 'a0_fall': 37.39309707813452, 'a1_fall': -0.2027411198535225, 'a7_fall': -0.8619291657619753, 'b1_fall': -0.17244021297396805, 'b7_fall': 0.6166955882369757, 'a0_winter': 37.20383765814067, 'a1_winter': 0.9211473205809625, 'a7_winter': -0.5338593082993347, 'b1_winter': 0.1204595475264102, 'b7_winter': -0.5355168266987983, 'ERD_choice': 1}"
6,"{'B_PSH': 1494070.0426532747, 'N_pv1_sub': 863.4778045874019, 'a0_spring': 37.5508197738429, 'a1_spring': -0.14717951856368494, 'a7_spring': -0.8596855814247046, 'b1_spring': -0.4609486585477699, 'b7_spring': -0.4212430014899655, 'a0_summer': 37.229499255961684, 'a1_summer': -1.2952277483427472, 'a7_summer': -0.9406892227866566, 'b1_summer': -0.5016140434427943, 'b7_summer': 0.40618809646403076, 'a0_fall': 37.40167834037445, 'a1_fall': 1.3471788764215336, 'a7_fall': -0.9033342562001729, 'b1_fall': -0.18030839422147465, 'b7_fall': -0.7634185373636784, 'a0_winter': 37.20311660203854, 'a1_winter': 1.0135712036124507, 'a7_winter': -0.5937144620573451, 'b1_winter': -0.8506544613565331, 'b7_winter': -0.6412923718945114, 'ERD_choice': 1}"
7,"{'B_PSH': 1459849.3736750702, 'N_pv1_sub': 863.4140352040239, 'a0_spring': 37.55626470574827, 'a1_spring': -0.04806664494868554, 'a7_spring': -1.0042608738220586, 'b1_spring': -0.6757452068924706, 'b7_spring': -0.41922374872976376, 'a0_summer': 37.229499340265725, 'a1_summer': -1.358785000434902, 'a7_summer': 0.042072265514630836, 'b1_summer': -0.9449103172129897, 'b7_summer': 0.5499196301553966, 'a0_fall': 37.4047939735222, 'a1_fall': 1.6182079238925482, 'a7_fall': -0.8806866093681313, 'b1_fall': -0.19442176041436415, 'b7_fall': -0.9155387858784039, 'a0_winter': 37.26270708969779, 'a1_winter': 0.9606551503474159, 'a7_winter': -0.35175722831129136, 'b1_winter': -0.850656888603068, 'b7_winter': 1.481598107943728, 'ERD_choice': 1}"
8,"{'B_PSH': 1437271.7247455262, 'N_pv1_sub': 862.3457614588591, 'a0_spring': 37.44271684655285, 'a1_spring': 0.0018727937938543687, 'a7_spring': -0.859112207045873, 'b1_spring': -0.6753007571448328, 'b7_spring': -0.33663056575036127, 'a0_summer': 37.24893598310049, 'a1_summer': -1.4544889111578017, 'a7_summer': -0.6452027193116742, 'b1_summer': -0.819182967012252, 'b7_summer': 0.4838877662898415, 'a0_fall': 37.43586380713241, 'a1_fall': 1.44517050996706, 'a7_fall': 0.15013508470542442, 'b1_fall': -0.18346243904894938, 'b7_fall': 0.6831836940571564, 'a0_winter': 37.20213042764698, 'a1_winter': -0.33940816578430844, 'a7_winter': -0.5124048247096784, 'b1_winter': -0.8145340498946694, 'b7_winter': 1.5441779516858085, 'ERD_choice': 1}"
9,"{'B_PSH': 1459132.5383886262, 'N_pv1_sub': 877.992035340554, 'a0_spring': 37.18569573526707, 'a1_spring': 0.061992906675108775, 'a7_spring': -0.7464504390142003, 'b1_spring': -0.6853458703878379, 'b7_spring': -0.40507468520898904, 'a0_summer': 37.39350498730258, 'a1_summer': -0.07303335071617356, 'a7_summer': -0.3861668698428793, 'b1_summer': -0.4943964927223614, 'b7_summer': 0.48932242124667985, 'a0_fall': 37.52846465659988, 'a1_fall': 1.0732215642137684, 'a7_fall': -0.8807103191141251, 'b1_fall': -0.30060748980429325, 'b7_fall': 0.6250784069951786, 'a0_winter': 37.202694465952675, 'a1_winter': -0.29607769258996103, 'a7_winter': -0.4515072271578907, 'b1_winter': -0.7970128029466799, 'b7_winter': 1.4642427732924543, 'ERD_choice': 1}"
