,0,1,2,3,4,5,6,7,8,9,10
0,-1211.125757782691,-0.07142857142857142,-0.08333333333333334,-0.01785714285714285,-0.125,-0.05,-0.05,-0.0380952380952381,-0.05,0.0,0.0
1,-300.811545407254,-0.01785714285714285,-0.053571428571428575,-0.04166666666666666,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
2,-1120.094336545153,-0.07142857142857142,-0.047619047619047616,-0.059523809523809534,0.0,-0.05,-0.05,-0.05,-0.026190476190476195,0.0,0.0
3,-209.78012416948332,-0.053571428571428575,-0.06547619047619047,-0.053571428571428575,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
4,-209.78012416948332,-0.047619047619047616,-0.08928571428571427,-0.04166666666666666,-0.005952380952380959,-0.05,-0.05,-0.05,-0.026190476190476195,0.0,0.0
5,-100.95073940095608,-0.029761904761904767,-0.059523809523809534,-0.07142857142857142,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
6,-209.78012416948332,-0.047619047619047616,-0.07142857142857142,-0.04166666666666666,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
7,-300.811545407254,-0.029761904761904767,-0.04166666666666666,-0.059523809523809534,0.0,-0.05,-0.05,-0.05,-0.026190476190476195,0.0,0.0
8,-1120.094336545153,-0.047619047619047616,-0.053571428571428575,-0.13690476190476192,0.0,-0.05,-0.05,-0.05,-0.05,0.0,0.0
9,-1757.3142852078308,-0.005952380952380959,-0.047619047619047616,-0.04166666666666666,-0.005952380952380959,-0.05,-0.05,-0.05,-0.008333333333333338,0.0,0.0
10,-1120.094336545153,-0.07142857142857142,-0.047619047619047616,-0.06547619047619047,0.0,-0.05,-0.05,-0.05,-0.026190476190476195,0.0,0.0
11,-1575.2514427329297,-0.023809523809523808,-0.06547619047619047,-0.023809523809523808,0.0,-0.05,-0.05,-0.03214285714285715,-0.0023809523809523864,0.0,0.0
12,-1280.4356841673434,-0.08333333333333334,-0.035714285714285726,-0.08333333333333334,-0.023809523809523808,-0.05,-0.03214285714285715,-0.05,-0.05,0.0,0.0
13,-209.78012416948332,-0.029761904761904767,-0.011904761904761918,-0.04166666666666666,-0.005952380952380959,-0.05,-0.05,-0.05,-0.020238095238095243,0.0,0.0
14,-1569.120387067087,-0.035714285714285726,-0.08928571428571427,-0.04166666666666666,-0.023809523809523808,-0.05,-0.05,-0.05,-0.0380952380952381,0.0,0.0
15,-1666.2828639703803,-0.029761904761904767,-0.07738095238095238,-0.04166666666666666,-0.011904761904761918,-0.05,-0.05,-0.05,-0.05,0.0,0.0
16,-209.78012416948332,-0.053571428571428575,-0.07738095238095238,-0.04166666666666666,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
17,-300.8115454072249,-0.07142857142857142,-0.07142857142857142,-0.053571428571428575,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
18,-391.8429666447628,-0.053571428571428575,-0.06547619047619047,-0.04166666666666666,0.0,-0.05,-0.05,-0.05,-0.05,0.0,0.0
19,-1666.2828639703803,0.0,-0.047619047619047616,-0.047619047619047616,0.0,-0.05,-0.05,-0.05,-0.008333333333333338,0.0,0.0
20,-186.33895113164908,-0.059523809523809534,-0.07142857142857142,-0.035714285714285726,-0.005952380952380959,-0.05,-0.05,-0.05,-0.008333333333333338,0.0,0.0
21,-1575.2514427329297,0.0,-0.059523809523809534,-0.04166666666666666,-0.005952380952380959,-0.05,-0.05,-0.05,-0.008333333333333338,0.0,0.0
22,-196.33320746946265,-0.029761904761904767,-0.07738095238095238,-0.07142857142857142,0.0,-0.05,-0.05,-0.05,-0.026190476190476195,0.0,0.0
23,-209.78012416948332,-0.047619047619047616,-0.06547619047619047,-0.04166666666666666,-0.023809523809523808,-0.05,-0.05,-0.05,-0.0380952380952381,0.0,0.0
24,-1666.2828639703803,-0.059523809523809534,-0.08928571428571427,-0.01785714285714285,-0.01785714285714285,-0.05,-0.05,-0.0380952380952381,-0.0380952380952381,0.0,0.0
25,-209.78012416948332,-0.029761904761904767,-0.06547619047619047,-0.059523809523809534,-0.011904761904761918,-0.05,-0.05,-0.05,-0.020238095238095243,0.0,0.0
26,-196.33320746946265,-0.029761904761904767,-0.07738095238095238,-0.059523809523809534,0.0,-0.05,-0.05,-0.05,-0.026190476190476195,0.0,0.0
27,-300.811545407254,-0.023809523809523808,-0.08333333333333334,-0.035714285714285726,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
28,-209.78012416948332,-0.029761904761904767,-0.06547619047619047,-0.035714285714285726,-0.005952380952380959,-0.05,-0.05,-0.05,-0.01428571428571429,0.0,0.0
29,-300.811545407254,-0.053571428571428575,-0.07738095238095238,-0.029761904761904767,-0.005952380952380959,-0.05,-0.05,-0.05,-0.008333333333333338,0.0,0.0
30,-1666.2828639703803,-0.059523809523809534,-0.08333333333333334,-0.01785714285714285,-0.01785714285714285,-0.05,-0.05,-0.0380952380952381,-0.0380952380952381,0.0,0.0
31,-1484.2200214953627,-0.005952380952380959,-0.07142857142857142,-0.005952380952380959,-0.005952380952380959,-0.05,-0.05,-0.020238095238095243,-0.0023809523809523864,0.0,0.0
32,-127.32135322544491,-0.059523809523809534,-0.07142857142857142,-0.035714285714285726,-0.005952380952380959,-0.05,-0.05,-0.05,-0.020238095238095243,0.0,0.0
33,-209.78012416948332,-0.07738095238095238,-0.06547619047619047,-0.04166666666666666,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
34,-300.811545407254,-0.029761904761904767,-0.07142857142857142,-0.035714285714285726,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
35,-300.811545407254,-0.06547619047619047,-0.07738095238095238,-0.035714285714285726,-0.005952380952380959,-0.05,-0.05,-0.05,-0.008333333333333338,0.0,0.0
36,-300.811545407254,-0.07142857142857142,-0.07142857142857142,-0.035714285714285726,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
37,-118.74870293197455,-0.04166666666666666,-0.06547619047619047,-0.035714285714285726,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
38,-300.811545407254,-0.053571428571428575,-0.11904761904761904,-0.059523809523809534,-0.005952380952380959,-0.05,-0.05,-0.05,-0.008333333333333338,0.0,0.0
39,-300.811545407254,-0.07142857142857142,-0.06547619047619047,-0.04166666666666666,-0.011904761904761918,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
40,-209.78012416948332,-0.06547619047619047,-0.06547619047619047,-0.035714285714285726,0.0,-0.05,-0.05,-0.05,-0.0023809523809523864,0.0,0.0
