,0
0,"{'B_PSH': 1492350.359635163, 'N_pv1_sub': 862.7723561367346, 'a0_spring': 37.48816129761555, 'a1_spring': 0.02562791521427515, 'a7_spring': -0.8572178455121134, 'b1_spring': -0.7896761852913171, 'b7_spring': -0.4042081714373406, 'a0_summer': 37.24597801648657, 'a1_summer': -1.3113512136651482, 'a7_summer': -0.9248800987437368, 'b1_summer': -0.4943964927223614, 'b7_summer': 0.489285441745913, 'a0_fall': 37.4006619015699, 'a1_fall': 1.4311795468093491, 'a7_fall': 0.4084065103531061, 'b1_fall': -0.6857234441356694, 'b7_fall': 0.9571728483775263, 'a0_winter': 37.26754316399671, 'a1_winter': 0.040413818220487854, 'a7_winter': -0.22128230198574828, 'b1_winter': -0.580558278925342, 'b7_winter': 1.4530213207917972, 'ERD_choice': 1}"
1,"{'B_PSH': 1493472.4995589254, 'N_pv1_sub': 867.8795479333404, 'a0_spring': 37.4991480120109, 'a1_spring': 0.08504306083294469, 'a7_spring': -0.8577314401059961, 'b1_spring': -0.4794981885973402, 'b7_spring': -0.41933062376011604, 'a0_summer': 37.228990205234695, 'a1_summer': -1.306790528025996, 'a7_summer': -0.938285344633203, 'b1_summer': -0.49204576690616975, 'b7_summer': 0.437962299557146, 'a0_fall': 37.43607574957931, 'a1_fall': 1.2325275813727081, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.18921834943458335, 'b7_fall': 0.6745151783313708, 'a0_winter': 37.26822410607391, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.22095388958373055, 'b1_winter': -0.8015446424800614, 'b7_winter': -0.7443812804486472, 'ERD_choice': 1}"
2,"{'B_PSH': 1453291.0798309105, 'N_pv1_sub': 862.5983004716485, 'a0_spring': 37.440903018378705, 'a1_spring': -0.0015028267881863205, 'a7_spring': -0.8488135302401482, 'b1_spring': -0.5840144893599266, 'b7_spring': -0.47470453087727743, 'a0_summer': 37.441983392376294, 'a1_summer': -1.2486833538020075, 'a7_summer': -0.3855719066872682, 'b1_summer': -0.8437387876953306, 'b7_summer': 0.7739293181055781, 'a0_fall': 37.44330027323826, 'a1_fall': -0.5206631671880333, 'a7_fall': 0.1995953762137804, 'b1_fall': -0.17918622212487903, 'b7_fall': 0.9072262017030059, 'a0_winter': 37.201889564094955, 'a1_winter': 0.26769898130673875, 'a7_winter': -0.15215703316422757, 'b1_winter': -0.8837204878469439, 'b7_winter': -0.20415577328491197, 'ERD_choice': 1}"
3,"{'B_PSH': 1494546.3407723936, 'N_pv1_sub': 885.4635366672236, 'a0_spring': 37.4991480120109, 'a1_spring': 0.0006768124264879272, 'a7_spring': -0.8577314401059961, 'b1_spring': -0.49025255457589434, 'b7_spring': -0.7348906394122823, 'a0_summer': 37.22914753545081, 'a1_summer': 0.06455679429402861, 'a7_summer': -1.5557862321630418, 'b1_summer': -0.49183036980808226, 'b7_summer': 0.5139070866283467, 'a0_fall': 37.43607574957931, 'a1_fall': 1.2325275744829185, 'a7_fall': -0.8803307270922783, 'b1_fall': 0.9426442699299243, 'b7_fall': 0.672292564881551, 'a0_winter': 37.26826516987739, 'a1_winter': -0.013990158923634838, 'a7_winter': -0.22100649324457372, 'b1_winter': -0.8007613675589832, 'b7_winter': -0.7395214158748195, 'ERD_choice': 1}"
4,"{'B_PSH': 1437269.5447705204, 'N_pv1_sub': 860.5363022689659, 'a0_spring': 37.50445104883866, 'a1_spring': 0.08666254426338613, 'a7_spring': -0.859112207045873, 'b1_spring': -0.675540566583943, 'b7_spring': -0.3249444256338628, 'a0_summer': 37.24893671857103, 'a1_summer': -1.4544889111578017, 'a7_summer': -0.5289073125079693, 'b1_summer': -1.0949743469451167, 'b7_summer': 0.4838877662898415, 'a0_fall': 37.435554394262994, 'a1_fall': 1.1316636583299486, 'a7_fall': -0.8807111239615657, 'b1_fall': -0.17972055410016471, 'b7_fall': 0.6804144040088523, 'a0_winter': 37.20213042764698, 'a1_winter': -0.3169875495852941, 'a7_winter': -0.5124094126602594, 'b1_winter': -0.8145340498946694, 'b7_winter': 1.442653340426849, 'ERD_choice': 1}"
5,"{'B_PSH': 1492806.1202020957, 'N_pv1_sub': 863.6456887891588, 'a0_spring': 37.4797470995502, 'a1_spring': 0.0020182961653988085, 'a7_spring': -0.994607480128606, 'b1_spring': -0.5819400237207855, 'b7_spring': -0.3858303730678779, 'a0_summer': 37.24351104958839, 'a1_summer': -1.3546460693754399, 'a7_summer': -0.6003574710792318, 'b1_summer': -1.1888336473257726, 'b7_summer': 0.5016100622440599, 'a0_fall': 37.43581076157899, 'a1_fall': 1.1865018585054263, 'a7_fall': 0.24826430183803938, 'b1_fall': -0.18162287276826825, 'b7_fall': 0.5509686716717596, 'a0_winter': 37.20370175283794, 'a1_winter': -0.016324175595772195, 'a7_winter': -0.5112540992994425, 'b1_winter': -0.8508180858877428, 'b7_winter': 1.432899961717865, 'ERD_choice': 1}"
6,"{'B_PSH': 1463124.1756932726, 'N_pv1_sub': 889.1918147551393, 'a0_spring': 37.554248421742, 'a1_spring': -0.14717951856368494, 'a7_spring': -0.8563953632019803, 'b1_spring': -0.48168229237746096, 'b7_spring': -0.4212430014899655, 'a0_summer': 37.229499255961684, 'a1_summer': -1.3080039130616605, 'a7_summer': -0.9406892227866566, 'b1_summer': -0.5016140434427943, 'b7_summer': 0.40618809646403076, 'a0_fall': 37.40167834037445, 'a1_fall': 1.3471788764215336, 'a7_fall': 0.4255769446497766, 'b1_fall': -0.18030839422147465, 'b7_fall': -0.7634185373636784, 'a0_winter': 37.20311660203854, 'a1_winter': 1.0135712036124507, 'a7_winter': -0.5905091214270093, 'b1_winter': -0.8506544613565331, 'b7_winter': -0.6580967516127142, 'ERD_choice': 1}"
7,"{'B_PSH': 1469643.4423582926, 'N_pv1_sub': 870.9360902461515, 'a0_spring': 37.49221405603939, 'a1_spring': 0.021385846002585696, 'a7_spring': -0.8688773757320007, 'b1_spring': -0.9920263748143394, 'b7_spring': -1.0324325393071676, 'a0_summer': 37.23031871660192, 'a1_summer': -1.3666722525760318, 'a7_summer': -0.7912800416015604, 'b1_summer': -1.0770569570918875, 'b7_summer': 0.45868326398223425, 'a0_fall': 37.39309707813452, 'a1_fall': -0.2289092216482016, 'a7_fall': -0.8619291657619753, 'b1_fall': 0.24455727333273414, 'b7_fall': 0.40122264426971754, 'a0_winter': 37.20384007928758, 'a1_winter': 0.9211473205809625, 'a7_winter': -0.52947422141302, 'b1_winter': 0.09328706097149059, 'b7_winter': -0.5355168266987983, 'ERD_choice': 1}"
8,"{'B_PSH': 1493519.77641034, 'N_pv1_sub': 863.6425038224401, 'a0_spring': 37.49912818679973, 'a1_spring': -0.007983075248988029, 'a7_spring': -0.8576763653964885, 'b1_spring': -0.6647228831764758, 'b7_spring': -0.4193246047212112, 'a0_summer': 37.229499801133144, 'a1_summer': -1.306790528025996, 'a7_summer': -0.9381484764917688, 'b1_summer': -0.5085964594314639, 'b7_summer': 0.4583529237739415, 'a0_fall': 37.39959223224811, 'a1_fall': 1.2510284463476387, 'a7_fall': -0.8807111239615657, 'b1_fall': 0.1450026779454536, 'b7_fall': 0.6745151783313708, 'a0_winter': 37.26394301761496, 'a1_winter': 0.9619131796086302, 'a7_winter': -0.5287851653438006, 'b1_winter': -0.8015446424800614, 'b7_winter': -0.7809398915542531, 'ERD_choice': 1}"
9,"{'B_PSH': 1469643.4423582926, 'N_pv1_sub': 870.7953354507875, 'a0_spring': 37.49221405603939, 'a1_spring': 0.021385846002585696, 'a7_spring': -0.8694966891726196, 'b1_spring': -0.9920263748143394, 'b7_spring': -1.0273236100847771, 'a0_summer': 37.34111537092903, 'a1_summer': -1.3630062449214502, 'a7_summer': -0.7907466656987441, 'b1_summer': -1.0770569570918875, 'b7_summer': 0.45947979769510605, 'a0_fall': 37.39309707813452, 'a1_fall': -0.2027411198535225, 'a7_fall': -0.8619291657619753, 'b1_fall': -0.17244021297396805, 'b7_fall': 0.6166955882369757, 'a0_winter': 37.20383765814067, 'a1_winter': 0.9211473205809625, 'a7_winter': -0.5338593082993347, 'b1_winter': 0.1204595475264102, 'b7_winter': -0.5355168266987983, 'ERD_choice': 1}"
